x;y;Acratosaura.mentalis;Adelophryne.baturitensis;Adelophryne.maranguapensis;Ameivula.nigrigula;Anodorhynchus.leari;Anopetia.gounellei;Anotosaura.vanzolinia;Antilophia.bokermanni;Augastes.lumachella;Callicebus.barbarabrownae;Colobosauroides.cearensis;Copeoglossum.arajara;Formicivora.iheringi;Glaucomastix.cyanura;Glaucomastix.venetacauda;Hemidactylus.agrius;Herpsilochmus.sellowi;Hylopezus.ochroleucus;Kerodon.rupestris;Leptodactylus.oreomantis;Lonchophylla.inexpectata;Megaxenops.parnaguae;Mesoclemmys.tuberculata;Myrmorchilus.strigilatus.strigilatus;Nothobachia.ablephara;Penelope.jacucaca;Phyllopezus.periosus;Placosoma.limaverdorum;Pristimantis.relictus;Procellosaurinus.erythrocercus;Psilops.mucugensis;Rhinella.casconi;Rhopornis.ardesiacus;Rupirana.cardosoi;Sakesphoroides.cristatus;Scriptosaura.catimbau;Stigmatura.budytoides.gracilis;Stigmatura.napensis.bahiae;Synallaxis.hellmayri;Tropidurus.cocorobensis;Tropidurus.erythrocephalus;Tropidurus.helenae;Tropidurus.jaguaribanus;Tropidurus.pinima;Tropidurus.semitaeniatus;Vanzosaura.multiscutata;Wiedomys.pyrrhorhinos;Xeronycteris.vieirai;wc2.1_30s_bio_1;wc2.1_30s_bio_2;wc2.1_30s_bio_3;wc2.1_30s_bio_4;wc2.1_30s_bio_5;wc2.1_30s_bio_6;wc2.1_30s_bio_7;wc2.1_30s_bio_8;wc2.1_30s_bio_9;wc2.1_30s_bio_10;wc2.1_30s_bio_11;wc2.1_30s_bio_12;wc2.1_30s_bio_13;wc2.1_30s_bio_14;wc2.1_30s_bio_15;wc2.1_30s_bio_16;wc2.1_30s_bio_17;wc2.1_30s_bio_18;wc2.1_30s_bio_19
-44.8635;-17.4375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22.56666756;13.13333321;68.40277863;185.3170929;30.70000076;11.5;19.20000076;23.79999924;19.93333435;24;19.93333435;1016;213;4;93.22766876;593;15;439;15
-44.8635;-15.9615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.75833321;13.9333334;69.32006836;162.2964783;32.79999924;12.69999981;20.09999847;24.66666603;21.48333359;25.14999962;21.46666718;1071;226;4;92.94293976;618;13;306;25
-44.8225;-17.2735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23.30416679;13.6916666;68.11774445;196.2889557;31.79999924;11.69999981;20.09999847;24.61666679;20.51666641;24.81666565;20.51666641;1009;212;3;94.04611206;586;13;440;13
-44.7815;-17.3965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23.32083321;13.5583334;68.13232422;195.8948975;31.70000076;11.80000019;19.90000153;24.64999962;20.53333282;24.86666679;20.53333282;997;208;3;94.07471466;583;13;435;13
-44.7405;-17.8885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22.37083435;13.0583334;69.45921326;188.7814941;30.20000076;11.39999962;18.80000114;23.70000076;19.68333435;24;19.68333435;996;213;4;92.48036194;575;16;444;16
-44.7405;-17.2325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.09583282;13.27499962;68.07691956;187.706955;31.39999962;11.89999962;19.5;24.31666756;20.43333435;24.51666641;20.43333435;975;203;3;93.00442505;560;12;423;12
-44.7405;-13.0095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.55833435;13.38333321;70.81128693;114.6503372;32.5;13.60000038;18.89999962;24.05000114;22.10000038;24.91666794;22.01666641;1081;210;0;90.3184433;561;2;294;13
-44.6585;-10.1805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;25.39166641;14.28333282;68.66986847;108.4358749;35.5;14.69999981;20.79999924;25.51666641;24.06666565;26.78333282;24.06666565;962;166;1;87.66867828;473;5;223;5
-44.6175;-17.2325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22.83749962;13.54166698;68.73942566;186.0367126;31.20000076;11.5;19.70000076;24.06666565;20.18333435;24.28333282;20.18333435;990;201;3;91.81739044;566;14;422;14
-44.5355;-17.1505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23.20416641;13.54166698;68.39225769;188.34758;31.60000038;11.80000019;19.79999924;24.46666718;20.51666641;24.66666603;20.51666641;1084;220;4;91.21087646;616;15;458;15
-44.5355;-11.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.42083359;15.54166698;66.134758;136.1893311;35.09999847;11.60000038;23.49999809;25.16666794;22.48333359;25.83333397;22.48333359;1053;184;1;86.53095245;524;3;270;3
-44.4945;-7.1875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;26.50833321;11.38333321;68.57429504;109.9758987;35.20000076;18.60000038;16.60000038;25.76666641;26.11666679;28.06666756;25.61666679;1053;181;2;82.06756592;506;11;217;38
-44.4535;-2.6775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;27.28333282;8.550000191;86.36362457;27.41379356;32.40000153;22.5;9.900001526;27.11666679;27.58333397;27.66666794;27.01666641;2138;388;14;79.90592194;1085;56;109;1069
-44.4125;-15.5925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;24.29166603;12.78333282;68.72759247;142.7622681;32.90000153;14.30000019;18.60000229;25;22.28333282;25.54999924;22.28333282;924;199;2;96.31610107;547;8;270;8
-44.4125;-15.5515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.3125;12.9416666;68.83865356;141.984726;33;14.19999981;18.79999924;25;22.33333397;25.61666679;22.33333397;932;206;2;97.06425476;557;7;268;18
-44.4125;-14.3625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.62083244;12.72499943;69.91758728;130.0429688;32.09999847;13.89999962;18.19999886;24.25;21.85000038;24.91666603;21.79999924;962;215;1;94.12078857;550;9;279;14
-44.3715;-15.0185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.42499924;12.38333321;69.56928253;134.544693;30.70000076;12.89999962;17.80000114;23.11666679;20.51666641;23.63333321;20.51666641;988;238;1;98.9152832;595;6;275;6
-44.3715;-13.6245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.43333244;12.46666718;70.0374527;115.6863556;32.90000153;15.10000038;17.80000114;24.88333321;22.96666718;25.79999924;22.88333321;940;210;0;98.05944061;555;2;280;9
-44.2485;-14.1165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.27499962;12.69999981;69.78022003;128.124588;32.70000076;14.5;18.20000076;24.88333321;22.51666641;25.58333397;22.5;918;205;1;94.44869995;520;4;278;10
-44.2075;-15.1825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.18333244;11.96666622;68.77394867;136.1538696;32.29999924;14.89999962;17.39999962;24.85000038;22.26666641;25.43333244;22.26666641;911;224;1;100.875885;558;5;252;5
-44.2075;-14.0755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.08749962;12.54166698;70.06517029;125.989296;32.40000153;14.5;17.90000153;24.68333435;22.38333321;25.40000153;22.33333397;907;203;1;94.39442444;513;4;274;10
-44.1665;-17.3965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21.53750038;12.375;69.13407898;178.1486206;29.10000038;11.19999981;17.90000153;22.79999924;18.93333244;23.10000038;18.93333244;1079;222;6;89.81301117;610;20;450;20
-44.1665;-17.3555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22.11249924;12.49166679;68.63553619;180.8078461;29.79999924;11.60000038;18.19999886;23.35000038;19.48333359;23.70000076;19.48333359;1066;221;5;90.84077454;607;17;445;17
-44.1665;-15.0595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.43333244;11.75;68.7134552;134.2713165;31.39999962;14.30000019;17.09999847;24.10000038;21.53333282;24.64999962;21.53333282;903;221;1;99.64565277;544;5;248;5
-44.1255;-17.9705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22.58749962;12.72499943;67.68617249;197.7156525;30.39999962;11.60000038;18.79999924;24.06666756;19.75;24.41666603;19.75;919;199;3;92.05252075;531;18;398;18
-44.0435;-19.2415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21.58749962;12.95833302;67.14162445;216.2923584;29.89999962;10.60000038;19.29999924;23.28333282;18.58333397;23.71666718;18.58333397;1290;262;8;90.44262695;742;28;550;28
-44.0435;-16.7815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21.32500076;12.44999981;68.40659332;163.4916992;29.29999924;11.10000038;18.19999886;22.36666679;18.95000076;22.66666603;18.95000076;1203;258;5;92.57945251;697;17;484;17
-44.0435;-16.4945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21.35416603;12.57499981;69.09340668;158.1204681;29.5;11.30000019;18.20000076;22.35000038;19.06666756;22.61666679;19.06666756;1036;235;2;95.10816193;604;10;416;10
-44.0435;-15.2235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.27916718;12.32499981;69.24156952;135.905365;32.5;14.69999981;17.79999924;24.98333359;22.35000038;25.48333359;22.35000038;875;213;1;100.2347565;533;6;245;6
-44.0435;-15.1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.38333321;12.11666679;68.84469604;139.3056488;32.5;14.89999962;17.60000038;25.11666679;22.38333321;25.56666565;22.38333321;870;212;1;99.88234711;523;5;236;5
-44.0435;-12.6815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.22500038;13.78333378;72.54385376;107.1214294;33.40000153;14.39999962;19.00000191;24.61666679;22.98333359;25.61666679;22.88333321;890;176;1;89.70983887;472;5;242;11
-44.0025;-19.1595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21.14166641;12.85000038;67.27748871;213.134964;29.29999924;10.19999981;19.09999847;22.85000038;18.18333435;23.23333359;18.18333435;1304;264;8;90.45075989;750;27;557;27
-44.0025;-18.7085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21.86666679;12.61666679;66.40351105;214.3312531;29.89999962;10.89999962;19;23.58333397;18.86666679;23.95000076;18.86666679;1135;241;5;91.33103943;655;21;499;21
-44.0025;-16.9045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20.58333397;11.98333359;68.86972809;160.6285095;28.20000076;10.80000019;17.40000153;21.64999962;18.23333359;21.96666718;18.23333359;1216;257;5;88.00149536;673;20;482;20
-44.0025;-16.8635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20.74166679;12.14999962;69.03408813;160.5648041;28.5;10.89999962;17.60000038;21.79999924;18.39999962;22.10000038;18.39999962;1214;258;5;88.48184204;675;20;480;20
-44.0025;-16.7815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21.23749924;12.25833321;68.48230743;161.3737335;29.10000038;11.19999981;17.90000153;22.28333282;18.89999962;22.58333397;18.89999962;1184;256;5;92.6118927;686;17;473;17
-44.0025;-15.1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.34583282;12.29166603;69.44444275;138.407486;32.5;14.80000019;17.70000076;25.06666565;22.36666679;25.53333282;22.36666679;877;212;1;99.50281525;527;5;240;5
